"Date","Price","Open","High","Low","Vol.","Change %"
"May 11, 2017","20,919.42","20,925.72","20,933.36","20,798.90","287.68M","-0.11%"
"May 10, 2017","20,943.11","20,958.49","20,976.28","20,884.15","283.34M","-0.16%"
"May 09, 2017","20,975.78","21,022.28","21,046.85","20,938.04","273.00M","-0.17%"
"May 08, 2017","21,012.28","20,991.26","21,017.89","20,971.05","276.15M","0.03%"
"May 05, 2017","21,006.94","20,929.04","21,006.94","20,905.00","260.96M","0.26%"
"May 04, 2017","20,951.47","20,987.83","20,990.79","20,847.95","274.72M","-0.03%"
"May 03, 2017","20,957.90","20,915.00","20,972.74","20,874.18","310.92M","0.04%"
"May 02, 2017","20,949.89","20,941.19","20,960.92","20,904.06","338.81M","0.17%"
"May 01, 2017","20,913.46","20,962.73","20,976.62","20,898.38","288.16M","-0.13%"
"Apr 28, 2017","20,940.51","20,987.39","20,987.76","20,926.75","329.99M","-0.19%"
"Apr 27, 2017","20,981.33","20,991.12","21,005.80","20,935.80","305.69M","0.03%"
"Apr 26, 2017","20,975.09","21,009.95","21,070.90","20,972.27","328.55M","-0.10%"
"Apr 25, 2017","20,996.12","20,915.51","21,026.97","20,909.38","348.18M","1.12%"
"Apr 24, 2017","20,763.89","20,723.59","20,792.20","20,723.59","342.40M","1.05%"
"Apr 21, 2017","20,547.76","20,578.10","20,601.40","20,505.33","369.60M","-0.15%"
"Apr 20, 2017","20,578.71","20,406.68","20,629.78","20,406.68","312.44M","0.85%"
"Apr 19, 2017","20,404.49","20,503.52","20,546.69","20,379.55","294.79M","-0.58%"
"Apr 18, 2017","20,523.28","20,561.39","20,600.12","20,462.28","263.18M","-0.55%"
"Apr 17, 2017","20,636.92","20,484.75","20,644.41","20,484.75","229.24M","0.90%"
"Apr 13, 2017","20,453.25","20,561.69","20,612.27","20,453.25","235.81M","-0.67%"
"Apr 12, 2017","20,591.86","20,637.95","20,642.54","20,553.03","267.67M","-0.29%"
"Apr 11, 2017","20,651.30","20,644.32","20,660.03","20,512.56","255.12M","-0.03%"
"Apr 10, 2017","20,658.02","20,668.22","20,750.33","20,614.86","230.48M","0.01%"
"Apr 07, 2017","20,656.10","20,647.81","20,726.07","20,606.95","219.73M","-0.03%"
"Apr 06, 2017","20,662.95","20,653.77","20,746.46","20,612.17","251.72M","0.07%"
"Apr 05, 2017","20,648.15","20,745.06","20,887.50","20,639.55","284.98M","-0.20%"
"Apr 04, 2017","20,689.24","20,634.94","20,701.29","20,605.30","237.39M","0.19%"
"Apr 03, 2017","20,650.21","20,665.17","20,692.34","20,517.82","285.68M","-0.06%"
"Mar 31, 2017","20,663.22","20,700.34","20,722.59","20,660.68","303.77M","-0.31%"
"Mar 30, 2017","20,728.49","20,662.79","20,753.78","20,643.60","270.90M","0.33%"
"Mar 29, 2017","20,659.32","20,675.75","20,684.73","20,625.03","238.32M","-0.20%"
"Mar 28, 2017","20,701.50","20,542.14","20,735.61","20,520.10","299.67M","0.73%"
"Mar 27, 2017","20,550.98","20,488.35","20,578.46","20,412.80","269.38M","-0.22%"
"Mar 24, 2017","20,596.72","20,674.45","20,718.33","20,529.67","292.98M","-0.29%"
"Mar 23, 2017","20,656.58","20,645.07","20,757.89","20,618.62","280.05M","-0.02%"
"Mar 22, 2017","20,661.30","20,640.42","20,686.21","20,578.95","325.09M","-0.03%"
"Mar 21, 2017","20,668.01","20,956.33","20,970.04","20,653.26","369.32M","-1.14%"
"Mar 20, 2017","20,905.86","20,916.27","20,955.45","20,885.70","253.61M","-0.04%"
"Mar 17, 2017","20,914.62","20,965.37","20,980.51","20,911.07","535.28M","-0.10%"
"Mar 16, 2017","20,934.55","20,969.27","21,000.11","20,893.50","264.36M","-0.07%"
"Mar 15, 2017","20,950.10","20,874.78","20,977.47","20,859.60","306.59M","0.54%"
"Mar 14, 2017","20,837.37","20,848.60","20,874.00","20,786.31","246.82M","-0.21%"
"Mar 13, 2017","20,881.48","20,899.28","20,926.06","20,845.71","289.26M","-0.10%"
"Mar 10, 2017","20,902.98","20,919.01","20,940.29","20,827.66","315.43M","0.21%"
"Mar 09, 2017","20,858.19","20,864.32","20,900.57","20,777.16","275.96M","0.01%"
"Mar 08, 2017","20,855.73","20,940.44","20,951.44","20,835.58","296.78M","-0.33%"
"Mar 07, 2017","20,924.76","20,934.89","20,970.54","20,901.26","274.63M","-0.14%"
"Mar 06, 2017","20,954.34","20,955.71","20,986.43","20,912.11","266.62M","-0.24%"
"Mar 03, 2017","21,005.71","21,008.75","21,039.96","20,953.86","254.42M","0.01%"
"Mar 02, 2017","21,002.97","21,128.91","21,129.20","20,996.61","319.91M","-0.53%"
"Mar 01, 2017","21,115.55","20,957.29","21,169.11","20,957.29","392.82M","1.46%"
"Feb 28, 2017","20,812.24","20,833.88","20,841.24","20,781.21","339.21M","-0.12%"
"Feb 27, 2017","20,837.44","20,808.71","20,851.33","20,774.76","256.54M","0.08%"
"Feb 24, 2017","20,821.76","20,751.91","20,821.76","20,733.95","292.54M","0.05%"
"Feb 23, 2017","20,810.32","20,817.21","20,840.70","20,746.41","302.11M","0.17%"
"Feb 22, 2017","20,775.60","20,715.41","20,781.59","20,692.39","310.53M","0.16%"
"Feb 21, 2017","20,743.00","20,663.43","20,757.64","20,663.37","336.88M","0.58%"
"Feb 17, 2017","20,624.05","20,564.13","20,624.05","20,532.61","340.62M","0.02%"
"Feb 16, 2017","20,619.77","20,627.31","20,639.87","20,556.83","354.12M","0.04%"
"Feb 15, 2017","20,611.86","20,504.27","20,620.45","20,496.03","384.38M","0.52%"
"Feb 14, 2017","20,504.41","20,374.22","20,504.41","20,374.02","356.58M","0.45%"
"Feb 13, 2017","20,412.16","20,338.54","20,441.48","20,322.95","314.62M","0.70%"
"Feb 10, 2017","20,269.37","20,211.23","20,298.21","20,204.76","312.23M","0.48%"
"Feb 09, 2017","20,172.40","20,061.73","20,206.36","20,061.73","325.31M","0.59%"
"Feb 08, 2017","20,054.34","20,049.29","20,068.28","20,015.33","280.41M","-0.18%"
"Feb 07, 2017","20,090.29","20,107.62","20,155.35","20,068.68","279.67M","0.19%"
"Feb 06, 2017","20,052.42","20,025.61","20,094.95","20,002.81","281.72M","-0.09%"
"Feb 03, 2017","20,071.46","19,964.21","20,081.48","19,964.21","344.22M","0.94%"
"Feb 02, 2017","19,884.91","19,858.34","19,922.75","19,831.09","347.22M","-0.03%"
"Feb 01, 2017","19,890.94","19,923.81","19,967.73","19,845.99","426.67M","0.14%"
"Jan 31, 2017","19,864.09","19,913.16","19,918.17","19,784.77","373.75M","-0.54%"
"Jan 30, 2017","19,971.13","20,028.62","20,028.62","19,870.39","317.28M","-0.61%"
"Jan 27, 2017","20,093.78","20,103.36","20,115.97","20,072.64","343.13M","-0.04%"
"Jan 26, 2017","20,100.91","20,076.25","20,125.58","20,067.53","356.73M","0.16%"
"Jan 25, 2017","20,068.51","19,994.48","20,082.00","19,994.48","372.24M","0.78%"
"Jan 24, 2017","19,912.71","19,794.68","19,949.24","19,786.71","374.46M","0.57%"
"Jan 23, 2017","19,799.85","19,794.79","19,833.98","19,732.36","326.69M","-0.14%"
"Jan 20, 2017","19,827.25","19,795.06","19,843.94","19,759.14","435.26M","0.48%"
"Jan 19, 2017","19,732.40","19,813.55","19,824.14","19,677.94","301.75M","-0.37%"
"Jan 18, 2017","19,804.72","19,822.73","19,828.20","19,739.00","279.76M","-0.11%"
"Jan 17, 2017","19,826.77","19,848.82","19,882.99","19,775.35","341.90M","-0.30%"
"Jan 13, 2017","19,885.73","19,912.54","19,952.03","19,849.38","263.78M","-0.03%"
"Jan 12, 2017","19,891.00","19,926.21","19,929.29","19,770.47","306.29M","-0.32%"
"Jan 11, 2017","19,954.28","19,887.38","19,973.42","19,833.16","336.15M","0.50%"
"Jan 10, 2017","19,855.53","19,876.35","19,957.12","19,836.03","299.41M","-0.16%"
"Jan 09, 2017","19,887.38","19,931.41","19,943.78","19,887.38","287.50M","-0.38%"
"Jan 06, 2017","19,963.80","19,906.96","19,999.63","19,834.08","277.70M","0.32%"
"Jan 05, 2017","19,899.29","19,924.56","19,948.60","19,811.12","269.92M","-0.21%"
"Jan 04, 2017","19,942.16","19,890.94","19,956.14","19,878.83","280.01M","0.30%"
"Jan 03, 2017","19,881.76","19,872.86","19,938.53","19,775.93","339.18M","0.60%"
"Dec 30, 2016","19,762.60","19,833.17","19,852.55","19,718.67","271.91M","-0.29%"
"Dec 29, 2016","19,819.78","19,835.46","19,878.44","19,788.94","172.04M","-0.07%"
"Dec 28, 2016","19,833.68","19,964.31","19,981.11","19,827.31","188.35M","-0.56%"
"Dec 27, 2016","19,945.04","19,943.46","19,980.24","19,939.80","158.54M","0.06%"
"Dec 23, 2016","19,933.81","19,908.61","19,934.15","19,899.06","158.26M","0.07%"
"Dec 22, 2016","19,918.88","19,922.68","19,933.83","19,882.19","258.29M","-0.12%"
"Dec 21, 2016","19,941.96","19,968.97","19,986.56","19,941.96","256.64M","-0.16%"
"Dec 20, 2016","19,974.62","19,920.59","19,987.63","19,920.42","284.08M","0.46%"
"Dec 19, 2016","19,883.06","19,836.66","19,917.78","19,832.95","302.31M","0.20%"
"Dec 16, 2016","19,843.41","19,909.01","19,923.17","19,821.00","573.47M","-0.04%"
"Dec 15, 2016","19,852.24","19,811.50","19,951.29","19,811.50","357.35M","0.30%"
"Dec 14, 2016","19,792.53","19,876.13","19,966.43","19,748.67","408.43M","-0.60%"
"Dec 13, 2016","19,911.21","19,852.21","19,953.75","19,846.45","388.42M","0.58%"
"Dec 12, 2016","19,796.43","19,770.20","19,824.59","19,747.74","333.66M","0.20%"
"Dec 09, 2016","19,756.85","19,631.35","19,757.74","19,623.19","334.47M","0.72%"
"Dec 08, 2016","19,614.81","19,559.94","19,664.97","19,527.83","324.57M","0.33%"
"Dec 07, 2016","19,549.62","19,241.99","19,558.42","19,229.83","385.20M","1.55%"
"Dec 06, 2016","19,251.78","19,219.91","19,255.89","19,184.74","284.96M","0.18%"
"Dec 05, 2016","19,216.24","19,244.35","19,274.85","19,186.73","317.80M","0.24%"
"Dec 02, 2016","19,170.42","19,161.25","19,196.14","19,141.18","84.92M","-0.11%"
"Dec 01, 2016","19,191.93","19,149.20","19,214.30","19,138.79","108.80M","0.36%"
"Nov 30, 2016","19,123.58","19,135.64","19,225.29","19,123.38","164.57M","0.01%"
"Nov 29, 2016","19,121.60","19,064.07","19,144.40","19,062.22","81.51M","0.12%"
"Nov 28, 2016","19,097.90","19,122.14","19,138.72","19,072.25","88.46M","-0.28%"
"Nov 25, 2016","19,152.14","19,093.72","19,152.14","19,093.72","45.89M","0.36%"
"Nov 23, 2016","19,083.18","19,015.52","19,083.76","19,000.38","77.88M","0.31%"
"Nov 22, 2016","19,023.87","18,970.39","19,043.90","18,962.82","85.31M","0.35%"
"Nov 21, 2016","18,956.69","18,898.68","18,960.76","18,883.10","80.52M","0.47%"
"Nov 18, 2016","18,867.93","18,905.33","18,915.74","18,853.83","109.88M","-0.19%"
"Nov 17, 2016","18,903.82","18,866.22","18,904.03","18,845.27","89.94M","0.19%"
"Nov 16, 2016","18,868.14","18,909.85","18,909.85","18,825.89","87.32M","-0.29%"
"Nov 15, 2016","18,923.06","18,858.21","18,925.26","18,806.06","100.66M","0.29%"
"Nov 14, 2016","18,868.69","18,876.77","18,934.05","18,815.75","112.25M","0.11%"
"Nov 11, 2016","18,847.66","18,781.65","18,855.78","18,736.96","107.30M","0.21%"
"Nov 10, 2016","18,807.88","18,603.14","18,873.66","18,603.14","164.39M","1.17%"
"Nov 09, 2016","18,589.69","18,317.26","18,650.06","18,252.55","173.11M","1.40%"
"Nov 08, 2016","18,332.74","18,251.38","18,400.50","18,200.75","79.82M","0.40%"
"Nov 07, 2016","18,259.60","17,994.64","18,263.30","17,994.64","93.45M","2.08%"
"Nov 04, 2016","17,888.28","17,928.35","17,986.76","17,883.56","97.76M","-0.24%"
"Nov 03, 2016","17,930.67","17,978.75","18,006.96","17,904.07","77.86M","-0.16%"
"Nov 02, 2016","17,959.64","18,017.72","18,044.15","17,931.89","88.61M","-0.43%"
"Nov 01, 2016","18,037.10","18,158.24","18,177.01","17,940.84","101.28M","-0.58%"
"Oct 31, 2016","18,142.42","18,176.60","18,193.68","18,130.58","110.08M","-0.10%"
"Oct 28, 2016","18,161.19","18,193.79","18,257.06","18,094.97","107.85M","-0.05%"
"Oct 27, 2016","18,169.68","18,234.81","18,253.20","18,149.20","83.53M","-0.16%"
"Oct 26, 2016","18,199.33","18,103.80","18,236.04","18,062.30","86.34M","0.17%"
"Oct 25, 2016","18,169.27","18,206.52","18,241.69","18,151.70","83.19M","-0.30%"
"Oct 24, 2016","18,223.03","18,197.14","18,275.04","18,191.18","88.55M","0.43%"
"Oct 21, 2016","18,145.71","18,152.63","18,168.76","18,049.77","117.82M","-0.09%"
"Oct 20, 2016","18,162.35","18,161.87","18,249.05","18,129.07","88.83M","-0.22%"
"Oct 19, 2016","18,202.62","18,178.21","18,252.20","18,169.25","88.04M","0.22%"
"Oct 18, 2016","18,161.94","18,145.06","18,225.80","18,129.45","74.80M","0.42%"
"Oct 17, 2016","18,086.40","18,135.85","18,162.28","18,063.02","75.96M","-0.29%"
"Oct 14, 2016","18,138.38","18,177.35","18,261.11","18,138.38","87.05M","0.22%"
"Oct 13, 2016","18,098.94","18,088.32","18,137.70","17,959.95","83.16M","-0.25%"
"Oct 12, 2016","18,144.20","18,132.63","18,193.96","18,082.09","72.23M","0.09%"
"Oct 11, 2016","18,128.66","18,308.43","18,312.33","18,061.96","88.61M","-1.09%"
"Oct 10, 2016","18,329.04","18,282.95","18,399.96","18,282.95","72.11M","0.49%"
"Oct 07, 2016","18,240.49","18,295.35","18,319.73","18,149.35","82.68M","-0.15%"
"Oct 06, 2016","18,268.50","18,280.42","18,288.12","18,162.97","78.66M","-0.07%"
"Oct 05, 2016","18,281.03","18,205.50","18,315.82","18,205.50","76.19M","0.62%"
"Oct 04, 2016","18,168.45","18,267.68","18,313.77","18,116.26","79.71M","-0.47%"
"Oct 03, 2016","18,253.85","18,279.60","18,279.80","18,203.75","68.52M","-0.30%"
"Sep 30, 2016","18,308.15","18,181.80","18,369.62","18,181.80","135.47M","0.91%"
"Sep 29, 2016","18,143.45","18,322.88","18,366.23","18,091.64","95.88M","-1.07%"
"Sep 28, 2016","18,339.24","18,240.22","18,349.86","18,179.34","97.65M","0.61%"
"Sep 27, 2016","18,228.30","18,099.21","18,238.10","18,052.16","84.13M","0.74%"
"Sep 26, 2016","18,094.83","18,217.76","18,217.76","18,083.32","95.51M","-0.91%"
"Sep 23, 2016","18,261.45","18,377.36","18,383.76","18,254.84","87.18M","-0.71%"
"Sep 22, 2016","18,392.46","18,343.76","18,449.88","18,343.76","73.03M","0.54%"
"Sep 21, 2016","18,293.70","18,164.96","18,307.43","18,121.57","94.10M","0.90%"
"Sep 20, 2016","18,129.96","18,175.36","18,227.21","18,128.80","72.46M","0.05%"
"Sep 19, 2016","18,120.17","18,154.82","18,254.88","18,093.05","78.09M","-0.02%"
"Sep 16, 2016","18,123.80","18,217.21","18,217.21","18,070.21","278.54M","-0.49%"
"Sep 15, 2016","18,212.48","18,024.91","18,250.11","18,015.49","99.56M","0.99%"
"Sep 14, 2016","18,034.77","18,073.39","18,163.48","17,992.21","103.36M","-0.18%"
"Sep 13, 2016","18,066.75","18,262.99","18,262.99","18,028.06","102.83M","-1.41%"
"Sep 12, 2016","18,325.07","18,028.95","18,358.69","17,994.84","103.26M","1.32%"
"Sep 09, 2016","18,085.45","18,404.17","18,404.17","18,085.45","120.67M","-2.13%"
"Sep 08, 2016","18,479.91","18,486.69","18,506.24","18,446.69","79.06M","-0.25%"
"Sep 07, 2016","18,526.14","18,527.71","18,536.89","18,474.77","67.57M","-0.06%"
"Sep 06, 2016","18,538.12","18,493.40","18,551.54","18,450.32","83.71M","0.25%"
"Sep 02, 2016","18,491.96","18,466.01","18,544.76","18,439.10","74.35M","0.39%"
"Sep 01, 2016","18,419.30","18,396.57","18,430.05","18,295.48","74.78M","0.10%"
"Aug 31, 2016","18,400.88","18,436.70","18,439.68","18,333.56","98.25M","-0.29%"
"Aug 30, 2016","18,454.30","18,491.28","18,514.29","18,408.52","68.92M","-0.26%"
"Aug 29, 2016","18,502.99","18,421.29","18,523.09","18,419.92","64.48M","0.58%"
"Aug 26, 2016","18,395.40","18,467.92","18,572.09","18,335.34","78.73M","-0.29%"
"Aug 25, 2016","18,448.41","18,471.21","18,497.68","18,431.46","64.48M","-0.18%"
"Aug 24, 2016","18,481.48","18,537.50","18,539.15","18,448.27","72.27M","-0.35%"
"Aug 23, 2016","18,547.30","18,568.94","18,631.60","18,545.52","73.99M","0.10%"
"Aug 22, 2016","18,529.42","18,535.86","18,570.92","18,466.86","73.45M","-0.12%"
"Aug 19, 2016","18,552.57","18,585.17","18,585.17","18,491.24","93.17M","-0.24%"
"Aug 18, 2016","18,597.70","18,566.54","18,600.82","18,533.29","70.74M","0.13%"
"Aug 17, 2016","18,573.94","18,537.09","18,582.35","18,468.68","71.00M","0.12%"
"Aug 16, 2016","18,552.02","18,614.48","18,614.86","18,550.65","67.57M","-0.45%"
"Aug 15, 2016","18,636.05","18,588.59","18,668.44","18,588.59","62.35M","0.32%"
"Aug 12, 2016","18,576.47","18,595.65","18,606.06","18,535.86","61.58M","-0.20%"
"Aug 11, 2016","18,613.52","18,519.08","18,638.34","18,519.08","71.47M","0.64%"
"Aug 10, 2016","18,495.66","18,541.48","18,561.75","18,468.78","62.78M","-0.20%"
"Aug 09, 2016","18,533.05","18,538.05","18,585.32","18,507.75","60.09M","0.02%"
"Aug 08, 2016","18,529.29","18,540.65","18,569.31","18,502.03","71.81M","-0.08%"
"Aug 05, 2016","18,543.53","18,402.80","18,543.53","18,402.80","92.42M","1.04%"
"Aug 04, 2016","18,352.05","18,351.43","18,397.87","18,325.17","64.50M","-0.02%"
"Aug 03, 2016","18,355.00","18,313.08","18,355.00","18,283.23","78.55M","0.23%"
"Aug 02, 2016","18,313.77","18,401.15","18,403.65","18,247.79","89.68M","-0.49%"
"Aug 01, 2016","18,404.51","18,434.50","18,467.03","18,355.75","83.47M","-0.15%"
"Jul 29, 2016","18,432.24","18,442.52","18,466.55","18,371.12","111.55M","-0.13%"
"Jul 28, 2016","18,456.35","18,461.01","18,483.26","18,368.82","85.75M","-0.09%"
"Jul 27, 2016","18,472.17","18,473.27","18,542.39","18,430.94","111.37M","-0.01%"
"Jul 26, 2016","18,473.75","18,497.37","18,522.47","18,387.22","85.37M","-0.10%"
"Jul 25, 2016","18,493.06","18,554.49","18,555.69","18,452.62","76.81M","-0.42%"
"Jul 22, 2016","18,570.85","18,524.15","18,571.30","18,491.59","87.71M","0.29%"
"Jul 21, 2016","18,517.23","18,589.96","18,590.44","18,469.67","86.80M","-0.42%"
"Jul 20, 2016","18,595.03","18,582.70","18,622.01","18,555.65","93.23M","0.19%"
"Jul 19, 2016","18,559.01","18,503.12","18,562.53","18,495.11","85.84M","0.14%"
"Jul 18, 2016","18,533.05","18,521.55","18,556.13","18,489.84","75.54M","0.09%"
"Jul 15, 2016","18,516.55","18,508.88","18,557.43","18,471.62","123.69M","0.05%"
"Jul 14, 2016","18,506.41","18,414.30","18,537.57","18,414.30","87.05M","0.73%"
"Jul 13, 2016","18,372.12","18,356.78","18,390.16","18,315.76","80.92M","0.13%"
"Jul 12, 2016","18,347.67","18,259.12","18,371.95","18,259.12","90.21M","0.66%"
"Jul 11, 2016","18,226.93","18,161.53","18,283.90","18,161.53","80.88M","0.44%"
"Jul 08, 2016","18,146.74","17,971.22","18,166.77","17,971.22","93.46M","1.40%"
"Jul 07, 2016","17,895.88","17,924.24","17,984.95","17,816.65","81.58M","-0.13%"
"Jul 06, 2016","17,918.62","17,807.47","17,926.91","17,713.45","93.00M","0.44%"
"Jul 05, 2016","17,840.62","17,904.45","17,904.45","17,785.28","103.67M","-0.61%"
"Jul 01, 2016","17,949.37","17,924.24","18,002.38","17,916.91","82.16M","0.11%"
"Jun 30, 2016","17,929.99","17,712.76","17,930.61","17,711.80","133.03M","1.33%"
"Jun 29, 2016","17,694.68","17,456.02","17,704.51","17,456.02","106.38M","1.64%"
"Jun 28, 2016","17,409.72","17,190.51","17,409.72","17,190.51","112.19M","1.57%"
"Jun 27, 2016","17,140.24","17,355.21","17,355.21","17,063.08","138.74M","-1.50%"
"Jun 24, 2016","17,400.75","17,946.63","17,946.63","17,356.34","239.00M","-3.39%"
"Jun 23, 2016","18,011.07","17,844.11","18,011.07","17,844.11","98.11M","1.29%"
"Jun 22, 2016","17,780.83","17,832.67","17,920.16","17,770.36","89.44M","-0.27%"
"Jun 21, 2016","17,829.73","17,827.33","17,877.84","17,799.80","85.14M","0.14%"
"Jun 20, 2016","17,804.87","17,736.87","17,946.36","17,736.87","99.38M","0.73%"
"Jun 17, 2016","17,675.16","17,733.44","17,733.44","17,602.78","248.68M","-0.33%"
"Jun 16, 2016","17,733.10","17,602.23","17,754.91","17,471.29","91.95M","0.53%"
"Jun 15, 2016","17,640.17","17,703.65","17,762.96","17,629.01","94.13M","-0.20%"
"Jun 14, 2016","17,674.82","17,710.77","17,733.92","17,595.79","93.74M","-0.33%"
"Jun 13, 2016","17,732.48","17,830.50","17,893.28","17,731.35","101.69M","-0.74%"
"Jun 10, 2016","17,865.34","17,938.82","17,938.82","17,812.34","90.54M","-0.67%"
"Jun 09, 2016","17,985.19","17,969.98","18,005.22","17,915.88","69.69M","-0.11%"
"Jun 08, 2016","18,005.05","17,931.91","18,016.00","17,931.91","71.26M","0.37%"
"Jun 07, 2016","17,938.28","17,936.22","18,003.23","17,936.22","78.75M","0.10%"
"Jun 06, 2016","17,920.33","17,825.69","17,949.68","17,822.81","71.87M","0.64%"
"Jun 03, 2016","17,807.06","17,799.80","17,833.17","17,689.68","82.28M","-0.18%"
"Jun 02, 2016","17,838.56","17,789.05","17,838.56","17,703.55","75.56M","0.27%"
"Jun 01, 2016","17,789.67","17,754.55","17,809.18","17,664.79","78.53M","0.01%"
"May 31, 2016","17,787.20","17,891.50","17,899.24","17,724.03","147.39M","-0.48%"
"May 27, 2016","17,873.22","17,826.85","17,873.22","17,824.73","73.19M","0.25%"
"May 26, 2016","17,828.29","17,859.52","17,888.66","17,803.82","68.94M","-0.13%"
"May 25, 2016","17,851.51","17,735.09","17,891.71","17,735.09","79.18M","0.82%"
"May 24, 2016","17,706.05","17,525.19","17,742.59","17,525.19","86.48M","1.22%"
"May 23, 2016","17,492.93","17,507.04","17,550.70","17,480.05","87.79M","-0.05%"
"May 20, 2016","17,500.94","17,437.32","17,571.75","17,437.32","112.00M","0.38%"
"May 19, 2016","17,435.40","17,514.16","17,514.16","17,331.07","95.53M","-0.52%"
"May 18, 2016","17,526.62","17,501.28","17,636.22","17,418.21","79.12M","-0.02%"
"May 17, 2016","17,529.98","17,701.46","17,701.46","17,469.92","103.26M","-1.02%"
"May 16, 2016","17,710.71","17,531.76","17,755.80","17,531.76","88.44M","1.00%"
"May 13, 2016","17,535.32","17,711.12","17,734.74","17,512.48","86.65M","-1.05%"
"May 12, 2016","17,720.50","17,722.01","17,798.19","17,625.38","88.57M","0.05%"
"May 11, 2016","17,711.12","17,919.03","17,919.03","17,711.05","87.39M","-1.21%"
"May 10, 2016","17,928.35","17,726.66","17,934.61","17,726.66","75.79M","1.26%"
"May 09, 2016","17,705.91","17,743.85","17,783.16","17,668.38","85.59M","-0.20%"
"May 06, 2016","17,740.63","17,650.30","17,744.54","17,580.38","80.02M","0.45%"
"May 05, 2016","17,660.71","17,664.48","17,736.11","17,615.82","81.53M","0.05%"
"May 04, 2016","17,651.26","17,735.02","17,738.06","17,609.01","95.02M","-0.56%"
"May 03, 2016","17,750.91","17,870.75","17,870.75","17,670.88","97.07M","-0.78%"
"May 02, 2016","17,891.16","17,783.78","17,912.35","17,773.71","80.10M","0.66%"
"Apr 29, 2016","17,773.64","17,813.09","17,814.83","17,651.98","136.67M","-0.32%"
"Apr 28, 2016","17,830.76","18,023.88","18,035.73","17,796.55","100.92M","-1.17%"
"Apr 27, 2016","18,041.55","17,996.14","18,084.66","17,920.26","109.09M","0.28%"
"Apr 26, 2016","17,990.32","17,987.38","18,043.77","17,934.17","92.57M","0.07%"
"Apr 25, 2016","17,977.24","17,990.94","17,990.94","17,855.55","83.77M","-0.15%"
"Apr 22, 2016","18,003.75","17,985.05","18,026.85","17,909.89","134.12M","0.12%"
"Apr 21, 2016","17,982.52","18,092.84","18,107.29","17,963.89","102.72M","-0.63%"
"Apr 20, 2016","18,096.27","18,059.49","18,167.63","18,031.21","100.21M","0.24%"
"Apr 19, 2016","18,053.60","18,012.10","18,103.46","17,984.43","89.82M","0.27%"
"Apr 18, 2016","18,004.16","17,890.20","18,009.53","17,848.22","89.39M","0.60%"
"Apr 15, 2016","17,897.46","17,925.95","17,937.65","17,867.41","118.16M","-0.16%"
"Apr 14, 2016","17,926.43","17,912.25","17,962.14","17,885.44","84.51M","0.10%"
"Apr 13, 2016","17,908.28","17,741.66","17,918.35","17,741.66","91.71M","1.06%"
"Apr 12, 2016","17,721.25","17,571.34","17,744.43","17,553.57","81.02M","0.94%"
"Apr 11, 2016","17,556.41","17,586.48","17,731.63","17,555.90","107.10M","-0.12%"
"Apr 08, 2016","17,576.96","17,555.39","17,694.51","17,528.16","79.99M","0.20%"
"Apr 07, 2016","17,541.96","17,687.28","17,687.28","17,484.23","90.12M","-0.98%"
"Apr 06, 2016","17,716.05","17,605.45","17,723.55","17,542.54","99.41M","0.64%"
"Apr 05, 2016","17,603.32","17,718.03","17,718.03","17,579.56","115.23M","-0.75%"
"Apr 04, 2016","17,737.00","17,799.39","17,806.38","17,710.67","85.23M","-0.31%"
"Apr 01, 2016","17,792.75","17,661.74","17,811.48","17,568.02","104.89M","0.61%"
"Mar 31, 2016","17,685.09","17,716.05","17,755.70","17,669.72","102.60M","-0.18%"
"Mar 30, 2016","17,716.66","17,652.36","17,790.11","17,652.36","79.33M","0.47%"
"Mar 29, 2016","17,633.11","17,512.58","17,642.81","17,434.27","86.16M","0.56%"
"Mar 28, 2016","17,535.39","17,526.08","17,583.81","17,493.03","70.46M","0.11%"
"Mar 24, 2016","17,515.73","17,485.33","17,517.14","17,399.01","84.10M","0.08%"
"Mar 23, 2016","17,502.59","17,588.81","17,588.81","17,486.27","84.24M","-0.45%"
"Mar 22, 2016","17,582.57","17,602.71","17,648.94","17,540.42","95.45M","-0.23%"
"Mar 21, 2016","17,623.87","17,589.70","17,644.97","17,551.28","84.41M","0.12%"
"Mar 18, 2016","17,602.30","17,481.49","17,620.58","17,481.49","321.23M","0.69%"
"Mar 17, 2016","17,481.49","17,321.38","17,529.01","17,297.65","117.99M","0.90%"
"Mar 16, 2016","17,325.76","17,249.34","17,379.18","17,204.07","118.71M","0.43%"
"Mar 15, 2016","17,251.53","17,217.15","17,251.70","17,120.35","92.83M","0.13%"
"Mar 14, 2016","17,229.13","17,207.49","17,275.07","17,161.16","96.35M","0.09%"
"Mar 11, 2016","17,213.31","17,014.99","17,220.09","17,014.99","123.43M","1.28%"
"Mar 10, 2016","16,995.13","17,006.05","17,130.11","16,821.86","117.57M","-0.03%"
"Mar 09, 2016","17,000.36","16,969.17","17,048.50","16,947.94","116.69M","0.21%"
"Mar 08, 2016","16,964.10","17,050.67","17,072.79","16,921.51","108.38M","-0.64%"
"Mar 07, 2016","17,073.95","16,991.29","17,099.25","16,940.48","100.29M","0.40%"
"Mar 04, 2016","17,006.77","16,945.00","17,062.38","16,898.84","106.91M","0.37%"
"Mar 03, 2016","16,943.90","16,896.17","16,944.31","16,820.73","91.11M","0.26%"
"Mar 02, 2016","16,899.32","16,851.17","16,900.17","16,766.32","104.47M","0.20%"
